0.118,0.0252853072007136,0.041409648276242,0.0630593564713161,0.0863796407996078,0.106541969009334,0.118324078242789,0.118324078242789,0.106541969009334,0.0863796407996077,0.0630593564713161,0.0414096482762421,0.0252853072007137
0.0573,0.675671432285386,0.252676947483041,0.014269994784398,8.15831270437481e-05,4.23182479603268e-08,1.88378838084091e-12,0,0,0,0,0,0
0.0573,0.154773377807268,0.533645807292206,0.241328335003276,0.0128830746489515,6.93714216252823e-05,3.38252603135358e-08,1.41407104914393e-12,0,0,0,0,0
0.0573,0.00540669710067756,0.158981745889315,0.536466229755842,0.230172708387467,0.0116136958116792,5.88960600766226e-05,2.69938838077466e-08,1.05979449660509e-12,0,0,0,0
0.0573,2.13531713280538e-05,0.00604059233100469,0.168312680216621,0.538591115214984,0.219230479476866,0.010453833229702,4.99248506976545e-05,2.15080039117632e-08,7.92909649049989e-13,0,0,0
0.0573,8.53201487768346e-09,2.53791863564017e-05,0.00676111274771695,0.177942818236319,0.540012279156509,0.20852032808502,0.00939580257082102,4.22543748443128e-05,1.71098061997221e-08,5.923797008478e-13,0,0
0.0573,3.28973601192771e-13,1.07761804540917e-08,3.01267737832668e-05,0.00755624716307071,0.187862208347498,0.540724236658985,0.198059181887376,0.00843226804155634,3.57067613850026e-05,1.35893940072185e-08,4.41772918247096e-13,0
0.0573,1.19570450741444e-18,4.41790071583061e-13,1.35893939573822e-08,3.57067613850533e-05,0.00843226804155634,0.198059181887376,0.540724236658985,0.187862208347499,0.00755624716307076,3.01267737832099e-05,1.07761805053563e-08,3.28948657202233e-13
0.0573,4.04368997332368e-25,1.7080582109428e-18,5.92345108129608e-13,1.71098062817032e-08,4.22543748442615e-05,0.00939580257082108,0.20852032808502,0.540012279156509,0.177942818236318,0.00676111274771696,2.53791863563327e-05,8.53201489834365e-09
0.0573,1.26234667529044e-32,6.14600396305888e-25,2.43601878813565e-18,7.92933264978433e-13,2.15080038813156e-08,4.99248506976947e-05,0.010453833229702,0.219230479476866,0.538591115214984,0.16831268021662,0.0060405923310047,2.13531713280726e-05
0.0573,3.61897988439293e-41,2.04174402155495e-32,9.32619694831163e-25,3.46862814832394e-18,1.05974548854119e-12,2.69938838587083e-08,5.889606007661e-05,0.0116136958116791,0.230172708387466,0.536466229755842,0.158981745889315,0.00540669710067761
0.0573,9.49436998862929e-51,6.22966075138787e-41,3.29700182230638e-32,1.4129055489256e-24,4.93098948163248e-18,1.4140662425266e-12,3.38252603480663e-08,6.9371421625272e-05,0.0128830746489514,0.241328335003276,0.533645807292206,0.154773377807268
0.0573,2.27365021312905e-61,1.73953642704926e-50,1.07062364001337e-40,5.31535598691363e-32,2.1370689251273e-24,6.99857639213877e-18,1.88382825570896e-12,4.23182479200407e-08,8.15831270436897e-05,0.0142699947843981,0.252676947483041,0.675671432285386
